,0
6374,amusement: 0.554977536201477
6375,
6376,b'Got you on speed dial Cheers Simon':
6377,neutral: 0.5008492469787598
6378,admiration: 0.39485907554626465
6379,curiosity: 0.37140050530433655
6380,
6381,b'You wont be mowing that grass yet ':
6382,anger: 0.4910205602645874
6383,neutral: 0.4255518913269043
6384,annoyance: 0.3675062358379364
6385,
6386,b'Haha to be fair the rest of the place was amazing And it was a very old house Thank you ':
6387,gratitude: 0.9913693070411682
6388,admiration: 0.9450744986534119
6389,amusement: 0.9013805389404297
6390,
6391,b'Oh wow I bet they were Thankfully it had melted within a couple of hours':
6392,admiration: 0.38416385650634766
6393,approval: 0.37831026315689087
6394,surprise: 0.37019139528274536
6395,
6396,b'I know I missed out on all the weather fun ':
6397,amusement: 0.6577890515327454
6398,joy: 0.5034721493721008
6399,approval: 0.3598639965057373
6400,
6401,b'Thank you lovely x':
6402,gratitude: 0.9965707063674927
6403,joy: 0.35549792647361755
6404,admiration: 0.34952080249786377
6405,
6406,b'Thank you ':
6407,gratitude: 0.9971941709518433
6408,disgust: 0.3556300103664398
6409,joy: 0.3536572754383087
6410,
6411,b' bbc5live No surprising Italian and chain restaurants are struggling overpriced for below average fo':
6412,neutral: 0.44039487838745117
6413,annoyance: 0.3659302294254303
6414,disgust: 0.3604109585285187
6415,
6416,b'in Bridgend has also been affected by burst pipes Teachers say theyll do their utmost to open for':
6417,neutral: 0.5868987441062927
6418,curiosity: 0.3851805329322815
6419,annoyance: 0.36296579241752625
6420,
6421,b'Thank you Alison We are looking forward to it too ':
6422,gratitude: 0.9945683479309082
6423,pride: 0.35460811853408813
6424,surprise: 0.3545037508010864
6425,
6426,b'Selfishly I live on a hill ':
6427,neutral: 0.4397760331630707
6428,anger: 0.39474865794181824
6429,approval: 0.36979973316192627
6430,
6431,b' SLAquaFC granthamtownfc IntegroSport ACFC1916 BamberBridgeFC Shaw Lane vs Grantham is off again ':
6432,neutral: 0.4818238914012909
6433,approval: 0.3680281639099121
6434,annoyance: 0.36275506019592285
6435,
6436,b' PowysCC Whats the current condition of the A470 between brecon and llandrindod please Also the m':
6437,neutral: 0.5216720104217529
6438,curiosity: 0.36728283762931824
6439,embarrassment: 0.3563803434371948
6440,
6441,b' WessexWeather I remember there being quite a bit of snow in 1976 or 1977 but I was 3 4 so my memo':
6442,confusion: 0.37057235836982727
6443,approval: 0.36978551745414734
6444,realization: 0.36132845282554626
6445,
6446,b'Hammering down with snow in Dundee right now cannatakeanymore':
6447,neutral: 0.6233065724372864
6448,annoyance: 0.3584211766719818
6449,approval: 0.3574426770210266
6450,
6451,b' rattycastle I remember both 47 and 62 63':
6452,neutral: 0.4409225583076477
6453,anger: 0.38087818026542664
6454,love: 0.3712117671966553
6455,
6456,b'Perhaps this was the appetiser for next winter':
6457,amusement: 0.3946996331214905
6458,neutral: 0.3678731322288513
6459,joy: 0.3640885353088379
6460,
6461,b'help us get this message out EDP24 EADT24 lincsechonews LincsFM GrimsbyTel Bedford Citizen BBCNorfolk':
6462,neutral: 0.3968074917793274
6463,annoyance: 0.3622294068336487
6464,approval: 0.35706883668899536
6465,
6466,b' WalmleyGC Thats playable come on dave':
6467,neutral: 0.6749802231788635
6468,curiosity: 0.38674190640449524
6469,approval: 0.3606952726840973
6470,
6471,b' PowysCabinet Hi Jonathan All trunk roads and secondary routes across the county apart from the A44 R':
6472,neutral: 0.5794628858566284
6473,curiosity: 0.3735085129737854
6474,confusion: 0.3648175597190857
6475,
6476,b' evostikleague SLAquaFC granthamtownfc IntegroSport ACFC1916 BamberBridgeFC Bet you atherton v bamber is off again ':
6477,approval: 0.3802075684070587
6478,neutral: 0.37424060702323914
6479,admiration: 0.36092352867126465
6480,
6481,b' lincspolice Well done Great work all':
6482,admiration: 0.9993107318878174
6483,approval: 0.36796852946281433
6484,excitement: 0.3649754822254181
6485,
6486,b'I hope you have a fab visit with us today Amy':
6487,optimism: 0.9998835325241089
6488,desire: 0.40223246812820435
6489,caring: 0.39677178859710693
6490,
6491,b' PowysCabinet PowysCC Road from Brecon to Bronllys very clear and I hear it is OK all the way to Llan':
6492,neutral: 0.4047454297542572
6493,approval: 0.37386831641197205
6494,annoyance: 0.36209386587142944
6495,
6496,b'Everyone posts cute doggos in the snow pics No one posts clearing up shit soup from the yard once the snow has m':
6497,admiration: 0.5671910643577576
6498,neutral: 0.3794141113758087
6499,disgust: 0.3592296838760376
6500,
6501,b' weathertrending rattycastle I remember neither ':
6502,anger: 0.5240501761436462
6503,neutral: 0.39452067017555237
6504,love: 0.3743804097175598
6505,
6506,b'Aero innit ':
6507,neutral: 0.6970235109329224
6508,admiration: 0.4233884811401367
6509,anger: 0.37796103954315186
6510,
6511,b'None in waitrose or sainsburys on Morningside Road Thank goodness for the wee corner shop ':
6512,gratitude: 0.9845336675643921
6513,confusion: 0.35227736830711365
6514,relief: 0.34547844529151917
6515,
6516,b'When youre in a hole dont stop digging snow':
6517,neutral: 0.46255719661712646
6518,anger: 0.4190402626991272
6519,disapproval: 0.3811150789260864
6520,
6521,b'A few times last week we just let them out to do what they needed to do And it was obviously hidden u':
6522,neutral: 0.5492258667945862
6523,curiosity: 0.4570211172103882
6524,confusion: 0.3677327632904053
6525,
6526,b' reigate redhill Please could you DM your details so I can look into this There is a factsheet on w':
6527,neutral: 0.46419432759284973
6528,approval: 0.37612831592559814
6529,annoyance: 0.3594440817832947
6530,
6531,b' lucynorris1 waitrose sainsburys Mr T got milk in Waitrose rations secretcowroundtheback':
6532,neutral: 0.49273809790611267
6533,surprise: 0.3625921308994293
6534,annoyance: 0.3609936833381653
6535,
6536,b'only red skimmed milk in my local supermarket in north Edinburgh well just have to be a bit healthier this week':
6537,neutral: 0.4713175594806671
6538,embarrassment: 0.3631648123264313
6539,nervousness: 0.36171862483024597
6540,
6541,b'You know I was going to post the very same thing having today cleared up 18000ish defrosted poos reveale':
6542,neutral: 0.44045698642730713
6543,approval: 0.36655640602111816
6544,embarrassment: 0.35713085532188416
6545,
6546,b'I apparently dont even have dogs Elephants And the hosepipe is still frozen for extra shit soup joy ':
6547,neutral: 0.39528706669807434
6548,anger: 0.3739131689071655
6549,disapproval: 0.37325727939605713
6550,
6551,b' DeeAisha Not sure it was that many really ':
6552,disapproval: 0.4460459053516388
6553,confusion: 0.429381400346756
6554,approval: 0.3745805323123932
6555,
6556,b'Ugh Mine have had the decency to do small frozen poos there are just so many of them I can only assume':
6557,neutral: 0.5148266553878784
6558,curiosity: 0.3909696042537689
6559,approval: 0.3601118326187134
6560,
6561,b'Great shot looks like a very tidy build':
6562,admiration: 0.9871926307678223
6563,approval: 0.37131693959236145
6564,nervousness: 0.36280691623687744
6565,
6566,b'The cold one ':
6567,neutral: 0.6760843992233276
6568,love: 0.39663445949554443
6569,admiration: 0.3947780728340149
6570,
6571,b' WimborneTownFC PooleTownFC DorsetCFA':
6572,neutral: 0.6124273538589478
6573,anger: 0.3718503415584564
6574,excitement: 0.36416545510292053
6575,
6576,b' EddieMJ ':
6577,neutral: 0.8156612515449524
6578,amusement: 0.3756274878978729
6579,embarrassment: 0.3647538721561432
6580,
6581,b'Denbigh game on then ':
6582,neutral: 0.7225353717803955
6583,remorse: 0.3647770881652832
6584,excitement: 0.36220023036003113
6585,
6586,b'Queens Park have rescheduled the fixture for Tuesday 13th March ':
6587,neutral: 0.5550789833068848
6588,nervousness: 0.3533439338207245
6589,excitement: 0.3526814877986908
6590,
6591,b'They had loads in Aldi in Dalry gorgie ':
6592,neutral: 0.6670624613761902
6593,disapproval: 0.3731558620929718
6594,sadness: 0.3607344925403595
6595,
6596,b'Cefn Druids playing Denbigh since when ':
6597,neutral: 0.5986499786376953
6598,anger: 0.3582666218280792
6599,disapproval: 0.35617658495903015
6600,
6601,b' CefnDruids':
6602,admiration: 0.8690930008888245
6603,anger: 0.48964419960975647
6604,amusement: 0.4746987223625183
6605,
6606,b'Hi Richard Oh dear Im sorry about this Can you let me know which store in Exeter this is so I can':
6607,remorse: 0.9957069754600525
6608,sadness: 0.5250641107559204
6609,embarrassment: 0.3617073893547058
6610,
6611,b' YouTube Hope for springtime weather here too soon What I saw on a short summary Chelsea only had one':
6612,optimism: 0.9995840191841125
6613,desire: 0.3633616268634796
6614,caring: 0.3627323508262634
6615,
6616,b'11am tomorrow according to staff in the store Its Sidwell Street in Exeter Id really expect Tesco to do':
6617,neutral: 0.42415618896484375
6618,curiosity: 0.3994665741920471
6619,anger: 0.3727228045463562
6620,
6621,b' YouTube Goodnight Kenneth sleep well mate ':
6622,admiration: 0.4809023141860962
6623,approval: 0.36590471863746643
6624,neutral: 0.3593815565109253
6625,
6626,b' RAFNurse lincspolice RESPECT':
6627,neutral: 0.6298784613609314
6628,admiration: 0.6268641948699951
6629,anger: 0.4690552353858948
6630,
6631,b'Delivery straight fromt dairy down Bruntsfield way ':
6632,neutral: 0.6531068086624146
6633,anger: 0.3808014690876007
6634,approval: 0.35868826508522034
6635,
6636,b'Thaw deffo underway though big piles of snow still at sides of road Back to mud yeah Come on spring and warmth ':
6637,neutral: 0.5071354508399963
6638,approval: 0.35811224579811096
6639,embarrassment: 0.3579840064048767
6640,
6641,b'Absolutely stunning Like a nemesia and foxglove had babies This is so beautiful thanks ':
6642,admiration: 0.9945110082626343
6643,gratitude: 0.988552451133728
6644,embarrassment: 0.3573586344718933
6645,
6646,b'Ms Kona loves the water but not sure how shed do on that ice A week ago it was so warm here she wen':
6647,curiosity: 0.41969797015190125
6648,confusion: 0.413402259349823
6649,approval: 0.3870773911476135
6650,
6651,b'Were up here in NH so we are probably 2 months away from swimming River Song will be inseparable fr':
6652,neutral: 0.523350715637207
6653,approval: 0.36712446808815
6654,curiosity: 0.3665946125984192
6655,
6656,b'Thats a good description Enjoy your Tuesday ':
6657,joy: 0.919439435005188
6658,admiration: 0.7167252898216248
6659,caring: 0.3837087154388428
6660,
6661,b'Fab pics again Paul':
6662,neutral: 0.4845181405544281
6663,admiration: 0.478069543838501
6664,disapproval: 0.37476998567581177
6665,
6666,b'Any update on the leak on Primrose Road Claughton CH41 Thanks':
6667,gratitude: 0.9918530583381653
6668,embarrassment: 0.34910646080970764
6669,surprise: 0.3478587865829468
6670,
6671,b'Thank You Bob Hope youre doing fine too ':
6672,optimism: 0.9996832609176636
6673,gratitude: 0.9939113855361938
6674,surprise: 0.35853564739227295
6675,
6676,b' laurie11457 Susan3089 Paulajabitk cyndrobson ON Typo':
6677,neutral: 0.7285066843032837
6678,confusion: 0.36340758204460144
6679,excitement: 0.35982656478881836
6680,
6681,b'Hi Claire weve had an engineer assess the leak amp he has requested for a team to repair this as so':
6682,neutral: 0.4677678048610687
6683,approval: 0.37073904275894165
6684,annoyance: 0.36293932795524597
6685,
6686,b' laurie11457 Susan3089 Paulajabitk cyndrobson Wonderful Spring is on its way ':
6687,neutral: 0.6535242199897766
6688,admiration: 0.36901572346687317
6689,approval: 0.3574692904949188
6690,
6691,b'Not thawing with me either':
6692,neutral: 0.5065856575965881
6693,disapproval: 0.40665027499198914
6694,approval: 0.37134289741516113
6695,
6696,b'Ennui Earth wobbles slightly on its axis as colonial readers all check Google simultaneously ':
6697,neutral: 0.524127185344696
6698,approval: 0.3742479681968689
6699,anger: 0.3687953054904938
6700,
6701,b' SoTCityCouncil Brock Pots PotbankDictnry informs us ':
6702,neutral: 0.5377197265625
6703,amusement: 0.4106352627277374
6704,sadness: 0.3608415424823761
6705,
6706,b'Thanks very much Tiffany':
6707,gratitude: 0.9921506643295288
6708,grief: 0.355326384305954
6709,relief: 0.3552290201187134
6710,
6711,b'Great to meet you today at the mumandworking awards And I meant to say I loved your dress A fun day ready for bed now ':
6712,admiration: 0.8102789521217346
6713,love: 0.8022867441177368
6714,amusement: 0.4473065435886383
6715,
6716,b'Any update on the leek on Mill Lane CH44 As Ive now lost water pressure I cannot shower my kids ':
6717,neutral: 0.4769562780857086
6718,approval: 0.36963239312171936
6719,admiration: 0.3597657084465027
6720,
6721,b'Hi Sue sorry to see youve no water pressure Could you DM your address amp contact number please Thanks Sharon':
6722,remorse: 0.9965373277664185
6723,gratitude: 0.9912897348403931
6724,sadness: 0.5083361864089966
6725,
6726,b' mumandworking Oh thanks Zara a year ago I think Lovely to meet you too Very inspiring':
6727,gratitude: 0.9896298050880432
6728,nervousness: 0.3559631109237671
6729,realization: 0.35534727573394775
6730,
6731,b'The pictures of the three fluffy bottoms in a line is just fantastic ':
6732,neutral: 0.44639307260513306
6733,curiosity: 0.4358535408973694
6734,confusion: 0.36956629157066345
6735,
6736,b'Some grotty hotel Matt ':
6737,neutral: 0.5433343648910522
6738,surprise: 0.3648134469985962
6739,embarrassment: 0.3597329258918762
6740,
6741,b' SoTCityCouncil Lets hope that both Dividy Road and Anchor Road are among those being done soon ':
6742,optimism: 0.9997158646583557
6743,caring: 0.37810710072517395
6744,desire: 0.35694876313209534
6745,
6746,b' MARISADICICCO VelvetSkye CCChampagne Jilliemary MarlisKaB Ecl99NY joanne argent Katy lamb 2':
6747,neutral: 0.504843533039093
6748,annoyance: 0.3765099346637726
6749,anger: 0.3716456890106201
6750,
6751,b'Hidden dog poos ':
6752,neutral: 0.5255703330039978
6753,approval: 0.38178783655166626
6754,admiration: 0.376882404088974
6755,
6756,b' VelvetSkye SONOWWHATWORLD BootsieBoutique klotylda69 carolyn660 CarolynNewsom':
6757,neutral: 0.6356510519981384
6758,disgust: 0.359466016292572
6759,pride: 0.35879072546958923
6760,
6761,b'Only singles available at tollcross scotmid even today milkrations ':
6762,neutral: 0.6104503273963928
6763,anger: 0.40843454003334045
6764,annoyance: 0.37558895349502563
6765,
6766,b' SoTCityCouncil A pothole damaged my car whomdo I report it to please ':
6767,neutral: 0.3929769992828369
6768,approval: 0.3703407049179077
6769,amusement: 0.3641594350337982
6770,
6771,b' Lizzie Chantree bigoleal51 Pashia19 analons planetgekko RobertDRoseJr1 WiPoKuLi JorgeOfitas Saun Fischer Yes I did ':
6772,curiosity: 0.4310065507888794
6773,approval: 0.37844836711883545
6774,excitement: 0.3621152937412262
6775,
6776,b' SoTCityCouncil Its all talk though This beauty ruined a brand new tyre on my car Its been repo':
6777,neutral: 0.39165252447128296
6778,anger: 0.3704538643360138
6779,annoyance: 0.3635028004646301
6780,
6781,b' DanielJellyman HI there you can report this directly to highways client stoke gov uk Thanks':
6782,gratitude: 0.9905350804328918
6783,curiosity: 0.40151089429855347
6784,nervousness: 0.35534897446632385
6785,
6786,b' CBCEyeopener CBCCalgary will you have an article about the storm drains on your website ':
6787,neutral: 0.4872797727584839
6788,curiosity: 0.39487823843955994
6789,anger: 0.37441787123680115
6790,
6791,b' dailypostwales Thanks for following the Leica Welsh Red Kites fund raising going well Do you think':
6792,gratitude: 0.9944289922714233
6793,curiosity: 0.5110859870910645
6794,confusion: 0.3655647337436676
6795,
6796,b' WingsScotland I dont think it will take too long The temperature has risen and were into March so t':
